chunk_id,document_id,categoria,titulo_documento,chunk_index,char_count,chunk_text
BE-ES-002_CH_019,BE-ES-002,Backend,"Escribiendo su primera aplicación en Django, parte 1",19,798,"`path()`

`route`

`view`

`include()`

`include()`

La idea detrás de include() es facilitar la conexión y ejecución inmediata de las URLs. Dado que las encuestas están en su propia URLconf ( polls/urls.py ) se pueden ubicar en «/polls/», «/fun_polls /», «/content/polls/» o en cualquier otra ruta raíz , y la aplicación todavía seguirá funcionando.

`include()`

`polls/urls.py`

Cuándo utilizar include()

`include()`

You should always use include() when you include other URL patterns.
The only exception is admin.site.urls , which is a pre-built URLconf
provided by Django for the default admin site.

`include()`

`admin.site.urls`

Ahora tiene una vista index vinculada en los URLconf. Compruebe su funcionamiento con el siguiente comando:

`index`

```text
$ python manage.py runserver
```"
BE-ES-002_CH_020,BE-ES-002,Backend,"Escribiendo su primera aplicación en Django, parte 1",20,610,"`index`

```text
$ python manage.py runserver
```

```text
...\> py manage.py runserver
```

Vaya a http://localhost:8000/polls/ en su navegador, y usted debería ver el texto « Hello, world. You’re at the polls index. » el cual definió en la vista index .

`index`

¿Página no encotrada?

Si usted obtiene aquí una página de error, revisee que usted este llendo a la dirección URL http://localhost:8000/polls/ y no a la dirección URL http://localhost:8000/ .

Cuando se familiarice con el flujo básico de solicitud y respuesta, lea la parte 2 del presente tutorial para empezar a trabajar con la base de datos."
DS-ES-001_CH_001,DS-ES-001,Data Science,Trabajar con datos en Python,1,730,"# Trabajar con datos en Python

- Módulo

- 7 Unidades

Aprenda a almacenar y manipular datos en Python. Explore variables, escritura dinámica, operaciones numéricas y conversión de tipos.

## Objetivos de aprendizaje

Después de completar este módulo, puede hacer lo siguiente:

- Almacene y actualice los valores mediante variables.

- Realice operaciones aritméticas con números.

- Convertir entre tipos de datos mediante funciones integradas.

- Introduction min

- Descripción de variables y escritura dinámica min

- Realizar operaciones con números min

- Convierta entre tipos de datos. min

- Ejercicio: Cálculo del GPA de un alumno min

- Valoración del módulo min

- Resumen min

Resultados de la evaluación del módulo"
DS-ES-001_CH_002,DS-ES-001,Data Science,Trabajar con datos en Python,2,236,"- Valoración del módulo min

- Resumen min

Resultados de la evaluación del módulo

Evalúe su comprensión de este módulo. Inicie sesión y responda correctamente a todas las preguntas para obtener la designación de aprobado en su perfil."
DS-ES-002_CH_001,DS-ES-002,Data Science,Introducción al análisis de datos,1,769,"# Introducción al análisis de datos

- Módulo

- 7 Unidades

La conversión de datos sin procesar en información útil es esencial para los usuarios profesionales. En este módulo, se tratan los conceptos fundamentales de la agregación de datos y la agrupación de datos.

## Objetivos de aprendizaje

Al final de este módulo, podrá:

- Describir la agregación de datos.

Describir la agregación de datos.

- Describir la agrupación de datos.

Describir la agrupación de datos.

- Describir visualizaciones de datos.

Describir visualizaciones de datos.

## Requisitos previos

- Debe estar familiarizado con la terminología y los conceptos básicos relacionados con la informática.

- Introducción min

- Agregar datos min

- Agrupar datos min

- Visualización de datos min"
DS-ES-002_CH_002,DS-ES-002,Data Science,Introducción al análisis de datos,2,364,"- Introducción min

- Agregar datos min

- Agrupar datos min

- Visualización de datos min

- Ejercicio: Análisis de datos min

- Evaluación de módulos min

- Resumen min

Resultados de la evaluación del módulo

Evalúe su comprensión de este módulo. Inicie sesión y responda correctamente a todas las preguntas para obtener la designación de aprobado en su perfil."
FE-ES-001_CH_001,FE-ES-001,Frontend,Primeros pasos con HTML,1,732,"Esta página ha sido traducida del inglés por la comunidad. Aprende más y únete a la comunidad de MDN Web Docs .

View in English Always switch to English

View in English Always switch to English

# Primeros pasos con HTML

- Overview: Estructurando la web con HTML

- Siguiente

En este artículo, cubrimos los conceptos básicos de HTML. Para empezar, este artículo define elementos, atributos y todos los demás términos importantes que puedas haber escuchado. También explica dónde encajan en HTML. Aprenderás cómo se estructuran los elementos HTML, cómo se estructura una página HTML típica y otras características importantes del lenguaje básico. ¡En el camino, también tendrás la oportunidad de jugar con HTML!

## ¿Qué es HTML?"
FE-ES-001_CH_002,FE-ES-001,Frontend,Primeros pasos con HTML,2,780,"## ¿Qué es HTML?

HTML (HyperText Markup Language, por sus siglas en inglés) es un lenguaje de marcado que indica a los navegadores web cómo estructurar las páginas web que visita. Puede ser tan complicado o tan simple como el desarrollador web quiera que sea. HTML consiste en una serie de elementos , que utiliza para encerrar, envolver o marcar diferentes partes del contenido para que aparezca o actúe de cierta manera. Las etiquetas pueden convertir el contenido en un hipervínculo para conectarse a otra página, poner palabras en cursiva, etc. Por ejemplo, considere la siguiente línea de texto:

```text
Mi gato es muy gruñón
```

Si quisiéramos que el texto se mantuviera solo, podríamos especificar que es un párrafo encerrándolo en un elemento de párrafo ( <p> ):

`<p>`"
FE-ES-001_CH_003,FE-ES-001,Frontend,Primeros pasos con HTML,3,613,"`<p>`

```text
Mi gato es muy gruñón
```

Nota: Las etiquetas en HTML no distinguen entre mayúsculas y minúsculas. Esto significa que se pueden escribir en mayúsculas o minúsculas. Por ejemplo, una etiqueta <title> podría escribirse como <title> , <TITLE> , <Title> , <TiTlE> , etc., y funcionará. Sin embargo, es una buena práctica escribir todas las etiquetas en minúsculas para mayor coherencia y legibilidad.

`<title>`

`<title>`

`<TITLE>`

`<Title>`

`<TiTlE>`

## Anatomía de un elemento HTML

Exploremos más a fondo nuestro elemento de párrafo de la sección anterior:

La anatomía de nuestro elemento es:"
FE-ES-001_CH_004,FE-ES-001,Frontend,Primeros pasos con HTML,4,798,"Exploremos más a fondo nuestro elemento de párrafo de la sección anterior:

La anatomía de nuestro elemento es:

- La etiqueta de apertura: Consiste en el nombre del elemento (en este ejemplo, p para el párrafo), envuelto en corchetes angulares de apertura y cierre. Esta etiqueta de apertura marca dónde inicia o comienza a surtir efecto el elemento. En este ejemplo, precede al inicio del texto del párrafo.

- El contenido: Este es el contenido del elemento. En este ejemplo, es el texto del párrafo.

- La etiqueta de cierre: Esta es la misma que la etiqueta de apertura, excepto que incluye una barra diagonal delante del nombre del elemento. Esto marca donde termina el elemento. No incluir una etiqueta de cierre es un error común para principiantes que puede producir resultados peculiares."
FE-ES-001_CH_005,FE-ES-001,Frontend,Primeros pasos con HTML,5,795,"El elemento es la etiqueta de apertura, seguida del contenido, seguida de la etiqueta de cierre.

### Aprendizaje activo: crear tu primer elemento HTML

Edite la siguiente línea en el área ""Código editable"" envolviéndola con las etiquetas <em> y </em>. Para abrir el elemento , coloque la etiqueta de apertura <em> al comienzo de la línea. Para cerrar el elemento , coloque la etiqueta de cierre </em> al final de la línea. ¡Hacer esto debería darle formato de texto en cursiva a la línea! Consulta la actualización de tus cambios en vivo en el área de Salida en vivo .

`<em>`

`</em>.`

`<em>`

`</em>`

Si comete un error, puede borrar su trabajo utilizando el botón Restablecer . Si te quedas realmente atascado, pulsa el botón Mostrar solución para ver la respuesta.

```text
Salida en vivo"
FE-ES-001_CH_006,FE-ES-001,Frontend,Primeros pasos con HTML,6,739,"```text
Salida en vivo

Código editable

Pulse Esc para alejar el foco del área de código (Tab inserta un carácter de
  tabulación).

Este es mi texto.
```

```text
html {
  font-family: ""Open Sans Light"", Helvetica, Arial, sans-serif;
}

h2 {
  font-size: 16px;
}

.a11y-label {
  margin: 0;
  text-align: right;
  font-size: 0.7rem;
  width: 98%;
}

body {
  margin: 10px;
  background: #f5f9fa;
}
```

```text
const textarea = document.getElementById(""code"");
const reset = document.getElementById(""reset"");
const solution = document.getElementById(""solution"");
const output = document.querySelector("".output"");
const code = textarea.value;
let userEntry = textarea.value;

function updateCode() {
  output.innerHTML = textarea.value;
}"
FE-ES-001_CH_007,FE-ES-001,Frontend,Primeros pasos con HTML,7,696,"function updateCode() {
  output.innerHTML = textarea.value;
}

const htmlSolution = ""Este es mi texto."";
let solutionEntry = htmlSolution;

reset.addEventListener(""click"", () => {
  textarea.value = code;
  userEntry = textarea.value;
  solutionEntry = htmlSolution;
  solution.value = ""Mostrar solución"";
  updateCode();
});

solution.addEventListener(""click"", () => {
  if (solution.value === ""Mostrar solución"") {
    textarea.value = solutionEntry;
    solution.value = ""Ocultar solución"";
  } else {
    textarea.value = userEntry;
    solution.value = ""Mostrar solución"";
  }
  updateCode();
});

textarea.addEventListener(""input"", updateCode);
window.addEventListener(""load"", updateCode);"
FE-ES-001_CH_008,FE-ES-001,Frontend,Primeros pasos con HTML,8,516,"textarea.addEventListener(""input"", updateCode);
window.addEventListener(""load"", updateCode);

// detener la tabulación de la tecla tabulación fuera del área de texto y
// hacer que escriba una tabulación en la posición del cursor en su lugar
textarea.onkeydown = (e) => {
  if (e.keyCode === 9) {
    e.preventDefault();
    insertAtCaret(""\t"");
  }

if (e.keyCode === 27) {
    textarea.blur();
  }
};

function insertAtCaret(text) {
  const scrollPos = textarea.scrollTop;
  let caretPos = textarea.selectionStart;"
FE-ES-001_CH_009,FE-ES-001,Frontend,Primeros pasos con HTML,9,560,"function insertAtCaret(text) {
  const scrollPos = textarea.scrollTop;
  let caretPos = textarea.selectionStart;

const front = textarea.value.substring(0, caretPos);
  const back = textarea.value.substring(
    textarea.selectionEnd,
    textarea.value.length,
  );
  textarea.value = front + text + back;
  caretPos += text.length;
  textarea.selectionStart = caretPos;
  textarea.selectionEnd = caretPos;
  textarea.focus();
  textarea.scrollTop = scrollPos;
}

// Actualizar el userCode guardado cada vez que el usuario actualice el código de área de texto"
FE-ES-001_CH_010,FE-ES-001,Frontend,Primeros pasos con HTML,10,780,"// Actualizar el userCode guardado cada vez que el usuario actualice el código de área de texto

textarea.onkeyup = () => {
  // Solo queremos guardar el estado cuando se muestra el código de usuario,
  // no la solución, para que la solución no se guarde sobre el código de usuario
  if (solution.value === ""Mostrar solución"") {
    userEntry = textarea.value;
  } else {
    solutionEntry = textarea.value;
  }

updateCode();
};
```

### Anidando elementos

Los elementos se pueden colocar dentro de otros elementos. Esto se llama anidamiento . Si quisiéramos decir que nuestro gato está muy gruñón, podríamos envolver la palabra muy en un elemento <strong> , lo que significa que la palabra debe tener un formato de texto fuerte:

`<strong>`

```text
Mi gato es muy gruñón.
```"
FE-ES-001_CH_011,FE-ES-001,Frontend,Primeros pasos con HTML,11,694,"`<strong>`

```text
Mi gato es muy gruñón.
```

Hay una forma correcta e incorrecta de anidar. En el ejemplo anterior, abrimos primero el elemento p , luego abrimos el elemento strong . Para una anidación adecuada, primero debemos cerrar el elemento strong , antes de cerrar p .

`p`

`strong`

`strong`

`p`

El siguiente es un ejemplo de la forma incorrecta de anidar:

```text
Mi gato es muy gruñón.
```

Las etiquetas tienen que abrirse y cerrarse de manera que estén dentro o fuera la una de la otra . Con el tipo de superposición en el ejemplo anterior, el navegador tiene que adivinar tu intención. Este tipo de adivinanzas puede dar lugar a resultados inesperados.

### Elementos vacíos"
FE-ES-001_CH_012,FE-ES-001,Frontend,Primeros pasos con HTML,12,568,"### Elementos vacíos

No todos los elementos siguen el patrón de una etiqueta de apertura, contenido y una etiqueta de cierre. Algunos elementos consisten en una sola etiqueta, que normalmente se utiliza para insertar/incrustar algo en el documento. Dichos elementos se denominan elementos vacíos . Por ejemplo, el elemento <img> incrusta un archivo de imagen en una página:

`<img>`

```text
<img
  src=""https://raw.githubusercontent.com/mdn/beginner-html-site/gh-pages/images/firefox-icon.png""
  alt=""Icono de Firefox"" />
```

Esto daría como resultado lo siguiente:"
FE-ES-001_CH_013,FE-ES-001,Frontend,Primeros pasos con HTML,13,684,"Esto daría como resultado lo siguiente:

Nota: En HTML, no es necesario añadir un / al final de la etiqueta de un elemento vacío, por ejemplo: <img src=""images/cat.jpg"" alt=""cat"" /> . Sin embargo, también es una sintaxis válida, y puede hacerlo cuando desee que su HTML sea XML válido.

`/`

`<img src=""images/cat.jpg"" alt=""cat"" />`

## Atributos

Los elementos también pueden tener atributos. Los atributos se ven así:

Los atributos contienen información adicional sobre el elemento que no aparecerá en el contenido. En este ejemplo, el atributo class es un nombre de identificación utilizado para identificar el elemento con información de estilo.

`class`

Un atributo debe tener:"
FE-ES-001_CH_014,FE-ES-001,Frontend,Primeros pasos con HTML,14,754,"`class`

Un atributo debe tener:

- Un espacio entre él y el nombre del elemento. (Para un elemento con más de un atributo, los atributos también deben estar separados por espacios).

- El nombre del atributo, seguido de un signo igual.

- Un valor de atributo, envuelto con comillas de apertura y cierre.

### Aprendizaje activo: añadir atributos a un elemento

El elemento <img> puede tomar una serie de atributos, que incluyen:

`<img>`

`src`

El atributo src es un atributo requerido que especifica la ubicación de la imagen. Por ejemplo: src=""https://raw.githubusercontent.com/mdn/beginner-html-site/gh-pages/images/firefox-icon.png"" .

`src`

`src=""https://raw.githubusercontent.com/mdn/beginner-html-site/gh-pages/images/firefox-icon.png""`

`alt`"
FE-ES-001_CH_015,FE-ES-001,Frontend,Primeros pasos con HTML,15,732,"`src`

`src=""https://raw.githubusercontent.com/mdn/beginner-html-site/gh-pages/images/firefox-icon.png""`

`alt`

El atributo alt especifica una descripción de texto de la imagen. Por ejemplo: alt=""El icono de Firefox"" .

`alt`

`alt=""El icono de Firefox""`

`width`

El atributo width especifica el ancho de la imagen con la unidad en píxeles. Por ejemplo: width=""300"" .

`width`

`width=""300""`

`height`

El atributo height especifica la altura de la imagen con la unidad en píxeles. Por ejemplo: height=""300"" .

`height`

`height=""300""`

Edita la siguiente línea en el área del Input para convertirla en una imagen.

- Encuentra tu imagen favorita en línea, haz clic con el botón derecho y pulsa Copiar enlace/dirección de imagen ."
FE-ES-001_CH_016,FE-ES-001,Frontend,Primeros pasos con HTML,16,748,"- Encuentra tu imagen favorita en línea, haz clic con el botón derecho y pulsa Copiar enlace/dirección de imagen .

- De vuelta en el área de abajo, añade el atributo src y rellénalo con el enlace del paso 1.

`src`

- Establece el atributo alt .

`alt`

- Añade los atributos width y height .

`width`

`height`

Podrás ver los cambios en vivo en el área de Salida .

Si comete un error, siempre puede restablecerlo utilizando el botón Restablecer . Si te quedas realmente atascado, pulsa el botón Mostrar solución para ver la respuesta.

```text
Salida en vivo

Código editable

Pulse Esc para alejar el foco del área de código (Tab inserta un carácter de
  tabulación).
```

```text
html {
  font-family: sans-serif;
}

h2 {
  font-size: 16px;
}"
FE-ES-001_CH_017,FE-ES-001,Frontend,Primeros pasos con HTML,17,794,"```text
html {
  font-family: sans-serif;
}

h2 {
  font-size: 16px;
}

.a11y-label {
  margin: 0;
  text-align: right;
  font-size: 0.7rem;
  width: 98%;
}

body {
  margin: 10px;
  background: #f5f9fa;
}
```

```text
const textarea = document.getElementById(""code"");
const reset = document.getElementById(""reset"");
const solution = document.getElementById(""solution"");
const output = document.querySelector("".output"");
const code = textarea.value;
let userEntry = textarea.value;

function updateCode() {
  output.innerHTML = textarea.value;
}

const htmlSolution =
  '';
let solutionEntry = htmlSolution;

reset.addEventListener(""click"", () => {
  textarea.value = code;
  userEntry = textarea.value;
  solutionEntry = htmlSolution;
  solution.value = ""Mostrar solución"";
  updateCode();
});"
FE-ES-001_CH_018,FE-ES-001,Frontend,Primeros pasos con HTML,18,793,"solution.addEventListener(""click"", () => {
  if (solution.value === ""Mostrar solución"") {
    textarea.value = solutionEntry;
    solution.value = ""Ocultar solución"";
  } else {
    textarea.value = userEntry;
    solution.value = ""Mostrar solución"";
  }
  updateCode();
});

textarea.addEventListener(""input"", updateCode);
window.addEventListener(""load"", updateCode);

// detener la tabulación de la tecla tabulación fuera del área de texto y
// hacer que escriba una tabulación en la posición del cursor en su lugar

textarea.onkeydown = (e) => {
  if (e.keyCode === 9) {
    e.preventDefault();
    insertAtCaret(""\t"");
  }

if (e.keyCode === 27) {
    textarea.blur();
  }
};

function insertAtCaret(text) {
  const scrollPos = textarea.scrollTop;
  let caretPos = textarea.selectionStart;"
FE-ES-001_CH_019,FE-ES-001,Frontend,Primeros pasos con HTML,19,459,"// Actualizar el userCode guardado cada vez que el usuario actualice el código de área de texto

textarea.onkeyup = () => {
  // Solo queremos guardar el estado cuando se muestra el código de usuario,
  // no la solución, para que la solución no se guarde sobre el código de usuario
  if (solution.value === ""Mostrar solución"") {
    userEntry = textarea.value;
  } else {
    solutionEntry = textarea.value;
  }

updateCode();
};
```

### Atributos booleanos"
FE-ES-001_CH_020,FE-ES-001,Frontend,Primeros pasos con HTML,20,653,"updateCode();
};
```

### Atributos booleanos

A veces verás atributos escritos sin valores. Esto es totalmente aceptable. Estos se llaman atributos booleanos. Los atributos booleanos solo pueden tener un valor, que generalmente es el mismo que el nombre del atributo. Por ejemplo, considere el atributo disabled , que puede asignar a los elementos de entrada de formulario. (Utiliza esto para deshabilitar los elementos de entrada del formulario para que el usuario no pueda realizar entradas. Los elementos deshabilitados suelen tener un aspecto grisáceo.) Por ejemplo:

`disabled`

Como abreviatura, es aceptable escribir esto de la siguiente manera:"
FE-ES-001_CH_021,FE-ES-001,Frontend,Primeros pasos con HTML,21,298,"`disabled`

Como abreviatura, es aceptable escribir esto de la siguiente manera:

Como referencia, el ejemplo anterior también incluye un elemento de entrada de formulario no deshabilitado. El HTML del ejemplo anterior produce este resultado:

### Omitir comillas en torno a los valores de atributo"
FE-ES-001_CH_022,FE-ES-001,Frontend,Primeros pasos con HTML,22,682,"### Omitir comillas en torno a los valores de atributo

Si observa el código de muchos otros sitios, es posible que encuentre una serie de estilos de marcado extraños, incluidos los valores de atributos sin comillas. Esto está permitido en ciertas circunstancias, pero también puede romper su margen de beneficio en otras circunstancias. El elemento en el fragmento de código a continuación, <a> , se llama ancla. Los anclajes encierran texto y los convierten en enlaces. El atributo href especifica la dirección web a la que apunta el enlace. Puedes escribir esta versión básica a continuación con solo el atributo href , así:

`<a>`

`href`

`href`

```text
sitio web favorito
```"
FE-ES-001_CH_023,FE-ES-001,Frontend,Primeros pasos con HTML,23,766,"`<a>`

`href`

`href`

```text
sitio web favorito
```

Los anclajes también pueden tener un atributo title , una descripción de la página vinculada. Sin embargo, tan pronto como añadimos el title de la misma manera que el atributo href hay problemas:

`title`

`title`

`href`

```text
sitio web favorito
```

Como se ha escrito anteriormente, el navegador malinterpreta el marcado, confundiendo el atributo title con tres atributos: un atributo title con el valor The , y dos atributos booleanos, Mozilla y homepage . ¡Obviamente, esto no es la intención! Causará errores o comportamientos inesperados, como puede ver en el ejemplo en vivo a continuación. ¡Intenta pasar el cursor sobre el enlace para ver el texto del título!

`title`

`The`

`Mozilla`

`homepage`"
FE-ES-001_CH_024,FE-ES-001,Frontend,Primeros pasos con HTML,24,720,"`title`

`The`

`Mozilla`

`homepage`

Incluya siempre las comillas de los atributos. Evita tales problemas y da como resultado un código más legible.

### ¿Comillas simples o dobles?

En este artículo, también notarás que los atributos están entre comillas dobles. Sin embargo, es posible que veas comillas simples en algún código HTML. Es una cuestión de estilo. Puedes elegir libremente cuál prefieres. Ambas opciones son equivalentes:

```text
Un enlace a mi ejemplo.

Un enlace a mi ejemplo.
```

Asegúrate de no mezclar comillas simples y comillas dobles. Este ejemplo (a continuación) muestra una especie de mezcla de comillas que saldrá mal:

```text
<a href=""https://www.example.com'>Un enlace a mi ejemplo.
```"
FE-ES-001_CH_025,FE-ES-001,Frontend,Primeros pasos con HTML,25,753,"```text
<a href=""https://www.example.com'>Un enlace a mi ejemplo.
```

Sin embargo, si utilizas un tipo de comilla, puedes incluir el otro tipo de comilla dentro tus valores de atributo:

```text
  Un enlace a mi ejemplo.
```

Para usar comillas dentro de otras comillas del mismo tipo (comillas simples o comillas dobles), use entidades HTML . Por ejemplo, esto se romperá:

```text
Un enlace a mi ejemplo.
```

En su lugar, debe hacer lo siguiente:

```text
Un enlace a mi ejemplo.
```

## Anatomía de un documento HTML

Los elementos HTML individualmente no son muy útiles por sí solos. A continuación, examinemos cómo se combinan los elementos para formar una página HTML completa:

```text
 Mi página de prueba

Esta es mi página
```

Aquí tenemos:"
FE-ES-001_CH_026,FE-ES-001,Frontend,Primeros pasos con HTML,26,724,"```text
 Mi página de prueba

Esta es mi página
```

Aquí tenemos:

- <!DOCTYPE html> : El tipo de documento. Cuando HTML era joven (1991-1992), los doctype estaban destinados a actuar como enlaces a un conjunto de reglas que la página HTML tenía que seguir para ser considerada un buen HTML. Los doctypes solían parecerse a algo como esto: html <!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd""> Más recientemente, el doctype es un artefacto histórico que debe incluirse para que todo lo demás funcione correctamente. <!DOCTYPE html> es la cadena más corta de caracteres que cuenta como un tipo de documento válido. ¡Eso es todo lo que necesitas saber!"
FE-ES-001_CH_027,FE-ES-001,Frontend,Primeros pasos con HTML,27,705,"<!DOCTYPE html> : El tipo de documento. Cuando HTML era joven (1991-1992), los doctype estaban destinados a actuar como enlaces a un conjunto de reglas que la página HTML tenía que seguir para ser considerada un buen HTML. Los doctypes solían parecerse a algo como esto:

`<!DOCTYPE html>`

Más recientemente, el doctype es un artefacto histórico que debe incluirse para que todo lo demás funcione correctamente. <!DOCTYPE html> es la cadena más corta de caracteres que cuenta como un tipo de documento válido. ¡Eso es todo lo que necesitas saber!

`<!DOCTYPE html>`

- <html></html> : El elemento <html> . Este elemento envuelve todo el contenido de la página. A veces se le conoce como el elemento raíz."
FE-ES-001_CH_028,FE-ES-001,Frontend,Primeros pasos con HTML,28,606,"<html></html> : El elemento <html> . Este elemento envuelve todo el contenido de la página. A veces se le conoce como el elemento raíz.

`<html></html>`

`<html>`

- <head></head> : El elemento <head> . Este elemento actúa como un contenedor para todo lo que desea incluir en la página HTML, que no es el contenido que la página mostrará a los espectadores. Esto incluye palabras clave y una descripción de la página que aparecería en los resultados de búsqueda, CSS para dar estilo al contenido, declaraciones de conjuntos de caracteres y más. Aprenderás más sobre esto en el próximo artículo de la serie."
FE-ES-001_CH_029,FE-ES-001,Frontend,Primeros pasos con HTML,29,467,"<head></head> : El elemento <head> . Este elemento actúa como un contenedor para todo lo que desea incluir en la página HTML, que no es el contenido que la página mostrará a los espectadores. Esto incluye palabras clave y una descripción de la página que aparecería en los resultados de búsqueda, CSS para dar estilo al contenido, declaraciones de conjuntos de caracteres y más. Aprenderás más sobre esto en el próximo artículo de la serie.

`<head></head>`

`<head>`"
FE-ES-001_CH_030,FE-ES-001,Frontend,Primeros pasos con HTML,30,630,"`<head></head>`

`<head>`

- <meta charset=""utf-8""> : El elemento <meta> . Este elemento representa metadatos que no pueden ser representados por otros elementos HTML relacionados con metadatos, como <base> , <link> , <script> , <style> o <title> . El atributo charset especifica la codificación de caracteres para su documento como UTF-8, que incluye la mayoría de los caracteres de la gran mayoría de los lenguajes humanos escritos. Con esta configuración, la página ahora puede manejar cualquier contenido textual que pueda contener. No hay razón para no configurar esto, y puede ayudar a evitar algunos problemas más adelante."
FE-ES-001_CH_031,FE-ES-001,Frontend,Primeros pasos con HTML,31,702,"<meta charset=""utf-8""> : El elemento <meta> . Este elemento representa metadatos que no pueden ser representados por otros elementos HTML relacionados con metadatos, como <base> , <link> , <script> , <style> o <title> . El atributo charset especifica la codificación de caracteres para su documento como UTF-8, que incluye la mayoría de los caracteres de la gran mayoría de los lenguajes humanos escritos. Con esta configuración, la página ahora puede manejar cualquier contenido textual que pueda contener. No hay razón para no configurar esto, y puede ayudar a evitar algunos problemas más adelante.

`<meta charset=""utf-8"">`

`<meta>`

`<base>`

`<link>`

`<script>`

`<style>`

`<title>`

`charset`"
FE-ES-001_CH_032,FE-ES-001,Frontend,Primeros pasos con HTML,32,653,"`<meta charset=""utf-8"">`

`<meta>`

`<base>`

`<link>`

`<script>`

`<style>`

`<title>`

`charset`

- <title></title> : El elemento <title> . Esto establece el título de la página, que es el título que aparece en la pestaña del navegador en la que se carga la página. El título de la página también se utiliza para describir la página cuando está en marcadores.

<title></title> : El elemento <title> . Esto establece el título de la página, que es el título que aparece en la pestaña del navegador en la que se carga la página. El título de la página también se utiliza para describir la página cuando está en marcadores.

`<title></title>`

`<title>`"
FE-ES-001_CH_033,FE-ES-001,Frontend,Primeros pasos con HTML,33,796,"`<title></title>`

`<title>`

- <body></body> : El elemento <body> . Contiene todo el contenido que se muestra en la página, incluidos texto, imágenes, vídeos, juegos, pistas de audio reproducibles o cualquier otra cosa.

<body></body> : El elemento <body> . Contiene todo el contenido que se muestra en la página, incluidos texto, imágenes, vídeos, juegos, pistas de audio reproducibles o cualquier otra cosa.

`<body></body>`

`<body>`

### Aprendizaje activo: añadir algunas funciones a un documento HTML

Si quieres experimentar con escribir algo de HTML en tu ordenador local, puedes:

- Copie el ejemplo de página HTML listado anteriormente.

- Crea un nuevo archivo en tu editor de texto.

- Pega el código en el nuevo archivo de texto.

- Guarde el archivo como index.html .

`index.html`"
FE-ES-001_CH_034,FE-ES-001,Frontend,Primeros pasos con HTML,34,752,"- Pega el código en el nuevo archivo de texto.

- Guarde el archivo como index.html .

`index.html`

Nota: También puedes encontrar esta plantilla HTML básica en el repositorio de GitHub del área de aprendizaje de MDN .

Ahora puede abrir este archivo en un navegador web para ver cómo se ve el código renderizado. Edita el código y actualiza el navegador para ver cuál es el resultado. Inicialmente, la página se ve así:

En este ejercicio, puedes editar el código localmente en tu ordenador, como se describió anteriormente, o puedes editarlo en la ventana de muestra a continuación (la ventana de muestra editable representa solo el contenido del elemento <body> , en este caso). Mejora tus habilidades implementando las siguientes tareas:

`<body>`"
FE-ES-001_CH_035,FE-ES-001,Frontend,Primeros pasos con HTML,35,567,"`<body>`

- Justo debajo de la etiqueta de apertura del elemento <body> , añade un título principal para el documento. Esto debe envolverse dentro de una etiqueta <h1> de apertura y </h1> de cierre.

`<body>`

`<h1>`

`</h1>`

- Edita el contenido del párrafo para incluir texto sobre un tema que te parezca interesante.

- Haz que las palabras importantes se destaquen en negrita envolviéndolas dentro de una etiqueta <strong> de apertura y </strong> de cierre.

`<strong>`

`</strong>`

- Añade un enlace a tu párrafo, como se explicó anteriormente en el artículo ."
FE-ES-001_CH_036,FE-ES-001,Frontend,Primeros pasos con HTML,36,780,"`<strong>`

`</strong>`

- Añade un enlace a tu párrafo, como se explicó anteriormente en el artículo .

- Añade una imagen a tu documento. Colócalo debajo del párrafo, como se explicó anteriormente en el artículo . Gana puntos de bonificación si consigues vincular a una imagen diferente (ya sea localmente en tu ordenador o en algún otro lugar de la web).

Si comete un error, siempre puede restablecerlo utilizando el botón Restablecer . Si te quedas realmente atascado, pulsa el botón Mostrar solución para ver la respuesta.

```text
Salida en vivo

Código editable

Pulse Esc para alejar el foco del área de código (Tab inserta un carácter de
  tabulación).

Esta es mi página
```

```text
html {
  font-family: sans-serif;
}

h1 {
  color: blue;
}

h2 {
  font-size: 16px;
}"
FE-ES-001_CH_037,FE-ES-001,Frontend,Primeros pasos con HTML,37,619,"Esta es mi página
```

```text
html {
  font-family: sans-serif;
}

h1 {
  color: blue;
}

h2 {
  font-size: 16px;
}

.a11y-label {
  margin: 0;
  text-align: right;
  font-size: 0.7rem;
  width: 98%;
}

img {
  max-width: 100%;
}

body {
  margin: 10px;
  background: #f5f9fa;
}
```

```text
const textarea = document.getElementById(""code"");
const reset = document.getElementById(""reset"");
const solution = document.getElementById(""solution"");
const output = document.querySelector("".output"");
const code = textarea.value;
let userEntry = textarea.value;

function updateCode() {
  output.innerHTML = textarea.value;
}"
